replication,learner_family,scheduler_family,n_stages,failure_rate,selected_family,selected_parameter,rl_parameter_within_family,bayesian_parameter_within_family,rl_nll,bayesian_nll,rl_state_rmse,bayesian_state_rmse,rl_state_correlation,bayesian_state_correlation,rl_unsigned_pe_correlation,bayesian_unsigned_pe_correlation,rl_policy_rmse,bayesian_policy_rmse
16,Bayesian,RL,2,0.1225,Bayesian,0.65,0.2,0.65,868.588092452796,867.0643027596434,0.3508259026585983,0.3002397563952892,0.9327789125012534,0.9335408673288474,0.9580860539643273,0.9571803883429703,0.19953667567364913,0.20327735864277158
17,Bayesian,RL,2,0.13458333333333333,RL,0.15,0.15,0.12,917.3482942716386,917.4728908557671,0.35241295916364385,0.30010844131093706,0.9382903748589911,0.9387614844306351,0.9564017118221356,0.9560430620384776,0.19950833277768446,0.2047750266679574
18,Bayesian,RL,2,0.10666666666666667,RL,0.1,0.1,0.02,800.0958606909508,800.5685318008216,0.3529573309169749,0.29625778136707726,0.9293596364652372,0.930787139538027,0.9665596684444908,0.9652729815250158,0.19671868696026382,0.2029157398813798
19,Bayesian,RL,2,0.11666666666666667,RL,0.25,0.25,0.65,845.1226155051519,845.2138100559405,0.34614346008335906,0.2977703989997637,0.9136491732173894,0.9090265787074148,0.9512568089294497,0.9469255165652893,0.19896051510871046,0.20456594092219937
20,Bayesian,RL,2,0.11416666666666667,Bayesian,0.45,0.2,0.45,853.9591892448412,852.3755396197863,0.33959646336076654,0.2902024220564422,0.9401735369837215,0.9422905598165892,0.9648735221033555,0.964172122974144,0.19707520392588457,0.20276103897143483
21,Bayesian,RL,2,0.12166666666666667,Bayesian,0.45,0.2,0.45,873.9330354863807,873.3730280627067,0.3443872031951503,0.29663944072548243,0.926500089527606,0.9253580244338896,0.9589063901763443,0.9562917480840701,0.2047922957575236,0.20947671038078813
22,Bayesian,RL,2,0.1225,Bayesian,0.06,0.15,0.06,870.366258664774,869.85404972655,0.35148135927379875,0.29886670258924264,0.9310749017577924,0.9322936855583773,0.9586797803112972,0.9580247317732343,0.19901305747258363,0.20477175193745945
23,Bayesian,RL,2,0.10708333333333334,RL,0.2,0.2,0.3,808.1559997290417,808.4478866648508,0.34547821579035765,0.29432796027270014,0.9274383903882757,0.9247176711303953,0.9567842187731587,0.9535745037824876,0.20084687990149933,0.20547608285446617
24,Bayesian,RL,2,0.11875,Bayesian,0.2,0.15,0.2,865.6580977794983,864.8295621847111,0.34319595132720654,0.2959209883156052,0.9404817738912123,0.9407006764505395,0.9651693470163393,0.963067579796059,0.19823652233532965,0.20503437144553677
25,Bayesian,RL,2,0.12375,Bayesian,0.06,0.15,0.06,881.0056251380905,880.9485529275396,0.3420617190826764,0.2905102978340973,0.9355998611559331,0.9355635281374073,0.9543801294708285,0.952765425398703,0.19838357170133877,0.20182007460442167
26,Bayesian,RL,2,0.10791666666666666,RL,0.25,0.25,0.65,800.2316170595093,800.4731296982926,0.3555372929222005,0.294183672558882,0.9299097438836722,0.9296666504722906,0.9606888947705231,0.9600441884094137,0.20318208416823993,0.20998546810366864
27,Bayesian,RL,2,0.10875,RL,0.1,0.1,0.02,812.3972303809566,813.1000501632229,0.3462231511465356,0.2993163882902942,0.9255013737881003,0.9241482889491492,0.9576244366087685,0.9553454413481914,0.19815529327924378,0.20468098926474296
28,Bayesian,RL,2,0.115,Bayesian,0.65,0.2,0.65,834.6780607181456,834.2587487873834,0.3556673869133973,0.3036020118101332,0.9317198612926963,0.934015319543028,0.9593166007540908,0.958933473291448,0.19942325802239516,0.2075902382485548
29,Bayesian,RL,2,0.13125,RL,0.2,0.2,0.2,895.6032896813814,895.6933569492339,0.3493841001951744,0.30238211245402796,0.9382807895897153,0.9370576148256812,0.9528405972150312,0.949897936606148,0.2008125042562033,0.2056664913828317
30,Bayesian,RL,2,0.12083333333333333,Bayesian,0.12,0.15,0.12,865.2282766456478,864.6562449331079,0.3456006557636394,0.2933339836131147,0.9337559866239238,0.9327343544525225,0.9608440094416445,0.9587355690640434,0.20638879447223019,0.21216955916638464
31,Bayesian,RL,2,0.13,RL,0.2,0.2,0.3,909.4132336983672,909.5464868510323,0.3357586846347806,0.3003819033073755,0.9277013384312878,0.9231736823478396,0.9514594270001813,0.9460653046087781,0.2005798979809358,0.2040915621937038
32,Bayesian,RL,2,0.12458333333333334,RL,0.2,0.2,0.45,872.3090854081324,872.6753020913083,0.3482549617563857,0.30011881567557475,0.9373022300799368,0.9377815115592371,0.9568025049172625,0.9555985064066428,0.20034799854053104,0.20525945117123764
33,Bayesian,RL,2,0.1175,Bayesian,0.02,0.15,0.02,850.8477981232577,850.6257503797112,0.3391927382708853,0.2925867225909281,0.9255001099542692,0.9246408152705635,0.9525008699497112,0.9496431484435185,0.1996519701371215,0.2033793839449601
34,Bayesian,RL,2,0.12041666666666667,RL,0.15,0.15,0.12,870.9753274237759,871.0504751404912,0.3469214418982603,0.2932936657214589,0.9283452224102003,0.9285420224360297,0.9531728807238616,0.9516853009046132,0.2025336455140999,0.20601054161528667
35,Bayesian,RL,2,0.14208333333333334,Bayesian,0.2,0.15,0.2,965.3872044620966,965.2676731709744,0.33349399410966485,0.29237861754893585,0.9280089616607005,0.9286212161430897,0.9470855673008349,0.9459225463243043,0.20099688890567996,0.2046951166667692
36,Bayesian,RL,2,0.105,Bayesian,0.02,0.1,0.02,803.2115396614461,802.3707006668651,0.35425311843518714,0.2960012138567905,0.926969308131343,0.9259900927861914,0.962975187261315,0.9616228050887986,0.20145104489172067,0.20759334898292453
37,Bayesian,RL,2,0.11458333333333333,RL,0.15,0.15,0.02,832.8317847770448,833.8107264220641,0.3449139191674112,0.29602425005648636,0.926685095355737,0.9238959792399212,0.9589323205254855,0.9553832461196136,0.19748804318602547,0.20267323983590632
38,Bayesian,RL,2,0.11333333333333333,Bayesian,0.65,0.25,0.65,831.8987423993174,830.4913644424023,0.33769540515695873,0.2900864197313499,0.9250957394174404,0.9222343406489877,0.9579321858195152,0.9541703838303769,0.20389934270020382,0.20745941074860544
39,Bayesian,RL,2,0.10875,Bayesian,0.02,0.15,0.02,816.0227689231793,815.3601832541264,0.3536434661942055,0.289313808478298,0.9363830036767289,0.942145460461783,0.9616867252293704,0.9637464976764509,0.2003283899340498,0.20493620013748146
40,Bayesian,RL,2,0.10666666666666667,Bayesian,0.2,0.15,0.2,796.9261386008982,796.288797364637,0.3638765424190006,0.30749999907077274,0.9145438355839282,0.9146302977266881,0.9607394310451088,0.960693954132898,0.20100567980481643,0.20799398634409882
41,Bayesian,RL,2,0.12125,Bayesian,0.02,0.1,0.02,870.2547664259765,869.0398129924699,0.35496062097861775,0.30009698377444977,0.9216842401230171,0.9213060473992986,0.9583912864037241,0.9570087629936455,0.20682775077960724,0.21170079739266925
42,Bayesian,RL,2,0.11833333333333333,Bayesian,0.06,0.15,0.06,856.4464058326578,855.9139208555634,0.3464456379123013,0.29147802387283717,0.9212954356295385,0.9222812221241813,0.9553197873464226,0.9546661556503506,0.201520491251686,0.20538802181586918
43,Bayesian,RL,2,0.13791666666666666,Bayesian,0.02,0.1,0.02,963.4614777260717,962.5394967423169,0.3354169339542016,0.2941947160806218,0.9236225933402079,0.9202907344142381,0.9529527161448148,0.9487220115414366,0.20236859844746988,0.20809638779128162
44,Bayesian,RL,2,0.11666666666666667,RL,0.1,0.1,0.02,849.474591175345,850.2670354573,0.3473555135488805,0.2921378141001327,0.9264161581540333,0.931745406401632,0.9583476302190088,0.9596652156061506,0.20015990408239584,0.2057621350068214
45,Bayesian,RL,2,0.11875,RL,0.15,0.15,0.06,843.5135813043294,843.6458262132654,0.3578303362751468,0.3041690572984823,0.9379697935441236,0.9396172418717572,0.9590246621733695,0.9593964750065999,0.20775703513379323,0.21437191010761136
46,Bayesian,RL,2,0.11291666666666667,Bayesian,0.65,0.3,0.65,823.8378179353579,823.2918192995297,0.33788694562644755,0.2904120677972272,0.931938484112454,0.9291624172888081,0.9583227471399292,0.9550895828232778,0.196599350343564,0.20199585833910172
47,Bayesian,RL,2,0.11291666666666667,Bayesian,0.45,0.2,0.45,828.9629890538765,828.2238643124751,0.3550123883963092,0.2972950390732723,0.9258978608678258,0.9271941966280345,0.961474743356749,0.9612609245040957,0.19746718485849427,0.2026316581876642
48,Bayesian,RL,2,0.11666666666666667,RL,0.25,0.25,0.65,844.7755831177714,844.9305418472848,0.34583754341638,0.2946380735517854,0.9225370535319297,0.9200557949535899,0.9537755513563216,0.9511069866672046,0.2018962710627554,0.20603085222913467
49,Bayesian,RL,2,0.10708333333333334,Bayesian,0.3,0.15,0.3,813.216012703579,812.8295399308776,0.34314520983121893,0.2949082617021656,0.9275115327976831,0.9284462474002981,0.9605803551993656,0.959718095568028,0.20072721112173053,0.20577377796941138
50,Bayesian,RL,2,0.11625,RL,0.3,0.3,0.65,824.6743005660819,825.8631481962086,0.3585799482097074,0.31280661048308206,0.9272317901932352,0.9276966399307492,0.9523982505366755,0.9506309220336221,0.20436721534437796,0.21027186979376716
51,Bayesian,RL,2,0.12125,Bayesian,0.65,0.25,0.65,862.8162862493372,862.3559487641126,0.3355793230048142,0.29585947616420855,0.9298706210251445,0.9265749881927078,0.9563901302460551,0.9527837153044424,0.2020427460833982,0.20673256197933348
52,Bayesian,RL,2,0.11541666666666667,RL,0.25,0.25,0.65,834.931132525564,835.3521197518721,0.34769931811194354,0.2947941324884574,0.9336372774134515,0.9328403503710904,0.9574692460956593,0.9550490083876874,0.19732732080181206,0.2000572569926206
53,Bayesian,RL,2,0.10708333333333334,Bayesian,0.12,0.15,0.12,796.376527549754,796.0338904718055,0.35465689516091514,0.3049358509540157,0.9349705571435075,0.9365825801806645,0.9594287788219465,0.9593653147972417,0.19909445754060973,0.2059624316337876
54,Bayesian,RL,2,0.11458333333333333,Bayesian,0.65,0.2,0.65,846.4900459779774,845.688436176093,0.3523498973020907,0.29571011571092265,0.9287201280480648,0.9306553960144569,0.962207000331757,0.963384972756023,0.1955169598250128,0.2015758450979839
55,Bayesian,RL,2,0.12416666666666666,RL,0.1,0.1,0.02,882.3579035983857,882.6303087996482,0.3481983536968764,0.29683636776372607,0.9175956077885824,0.9156042603238224,0.9582418470716796,0.9559088014436353,0.19361100770087203,0.19754470454828274
56,Bayesian,RL,2,0.11833333333333333,Bayesian,0.02,0.15,0.02,854.5897276267824,854.2343601730802,0.3419377881733278,0.30134184754713006,0.9264518395489937,0.9244516309450707,0.9559300338264215,0.9522244901060353,0.1984638302486908,0.20306473310923343
57,Bayesian,RL,2,0.13166666666666665,Bayesian,0.06,0.15,0.06,921.3806063618168,920.7420267584679,0.3410911407896856,0.2920561723066145,0.9323849785587727,0.9317179162410143,0.953763700688129,0.951993090437853,0.20347587105177706,0.20798940216925946
58,Bayesian,RL,2,0.13125,Bayesian,0.2,0.15,0.2,911.6117900475659,910.700748999708,0.3595907162142616,0.3023579691632487,0.9307955686120306,0.93057103933118,0.9598156250722826,0.958354685908982,0.20221013895822043,0.20792296992825318
59,Bayesian,RL,2,0.10708333333333334,Bayesian,0.02,0.15,0.02,795.3333827133534,795.0494091900948,0.35391697848276565,0.3013396846984702,0.931468052717181,0.931296805779569,0.9657017194347277,0.964262523566149,0.1970424392858429,0.2014451684646224
60,Bayesian,RL,2,0.12791666666666668,Bayesian,0.65,0.2,0.65,895.7627626785608,895.1580761343189,0.3541358479617023,0.2974770794114439,0.9413323167680406,0.9439872716053203,0.9615479059075309,0.9613114864806065,0.20143066090264233,0.2074229523446632
61,Bayesian,RL,2,0.12708333333333333,Bayesian,0.06,0.15,0.06,885.0257012438756,884.6304453010246,0.34589101578670284,0.2885155507482285,0.93320053209234,0.936837877384324,0.9586133978442263,0.9602418714057919,0.20323437381719694,0.20857297789673482
62,Bayesian,RL,2,0.11708333333333333,Bayesian,0.06,0.15,0.06,858.3985697449317,858.143714920117,0.36223989016263175,0.3105254358532438,0.9216937742855319,0.9233720687673249,0.9583540432107395,0.9577392010786215,0.19426429506788304,0.20248856815279045
63,Bayesian,RL,2,0.11583333333333333,RL,0.3,0.3,0.65,832.8857933769175,833.6858364628,0.34336025964661565,0.28083638234269664,0.9384626049276624,0.9400856884887637,0.959718933346445,0.9610630422718552,0.19721408890806527,0.20325170418198868
64,Bayesian,RL,2,0.13541666666666666,Bayesian,0.45,0.2,0.45,934.8290393373665,934.2623141120741,0.35392628480800525,0.30421669149029806,0.9297773983696391,0.9294211885278495,0.9541962013834451,0.952901539561563,0.2018246680474495,0.20713314264299199
65,Bayesian,RL,2,0.12208333333333334,Bayesian,0.65,0.3,0.65,877.7821731234396,877.0149719585916,0.3527769624819985,0.3005548749244553,0.9220621585916656,0.9228953438234204,0.9528034194974864,0.9519077237488195,0.20529811319688804,0.20983964424505297
66,Bayesian,RL,2,0.11666666666666667,RL,0.15,0.15,0.06,835.7092468103515,836.2617240432813,0.3402071112013846,0.288177020177752,0.9357516548328345,0.9390961138225475,0.9561085236910022,0.9569591209154471,0.1958074595419687,0.19995918298351298
67,Bayesian,RL,2,0.10875,Bayesian,0.65,0.3,0.65,819.3195835961958,818.2733435261354,0.35386269908370094,0.29910535324581977,0.9341133011608317,0.9353719707639423,0.95828847813515,0.958632354556608,0.1956930487102452,0.20314224475809214
68,Bayesian,RL,2,0.11458333333333333,Bayesian,0.2,0.15,0.2,834.174199186461,833.6492174095724,0.3421234112542967,0.29144901391686606,0.9246991577269656,0.9230568725799873,0.9581449060242883,0.956453882907239,0.19751660745667712,0.20274699494087128
69,Bayesian,RL,2,0.12166666666666667,Bayesian,0.02,0.15,0.02,876.2429463445216,876.0310250271159,0.3401232294866535,0.28976072650409684,0.9246055319607903,0.922732178322099,0.9557706610319998,0.9526832939288831,0.20169077535879099,0.2063436803619899
70,Bayesian,RL,2,0.1075,Bayesian,0.45,0.2,0.45,805.5932623382405,804.7274855462081,0.3526407393977397,0.2886141970112686,0.940884299654711,0.943528506695423,0.9688300286365367,0.969647545181892,0.1998065508648722,0.2068975095029488
71,Bayesian,RL,2,0.13625,RL,0.1,0.1,0.02,942.8900240422065,942.987195286654,0.337588006001088,0.29419001530798744,0.9374691354854604,0.9357129232835469,0.963737637115325,0.9618940570786435,0.1938582275756243,0.19865975724604779
72,Bayesian,RL,2,0.13125,Bayesian,0.06,0.15,0.06,921.2432697404693,920.0960053622643,0.34853101017484595,0.2975949953651247,0.9309592914104918,0.935143431423403,0.954498191518635,0.9559472409390887,0.1931663805893484,0.19971073418960308
73,Bayesian,RL,2,0.11,Bayesian,0.3,0.2,0.3,809.0096732029443,808.4427521576698,0.3570766934764683,0.2982329194637497,0.9344951643801744,0.9349247147108295,0.9602123038252064,0.9597318345575259,0.2026322462825461,0.20787760906234923
74,Bayesian,RL,2,0.12958333333333333,Bayesian,0.12,0.15,0.12,902.5422297208338,902.3020062429357,0.34372896704341105,0.2935146790833112,0.9311276983723843,0.9296489127273287,0.9568383062829,0.9536286165553026,0.1997247407185645,0.203197651791877
75,Bayesian,RL,2,0.10916666666666666,Bayesian,0.65,0.2,0.65,807.1538240175723,806.0433788299811,0.3487602549934273,0.293113606072412,0.9353801908981745,0.9355694450732092,0.9599243999246797,0.9590557267342795,0.19519994460194262,0.19950459584364838
76,Bayesian,RL,2,0.11708333333333333,RL,0.1,0.1,0.02,849.3388345503297,850.1763824265504,0.3439825611784465,0.290982943425093,0.9364325430184047,0.9372802836081517,0.9591645153087296,0.9577415555209303,0.2008203138886373,0.20563518913347537
77,Bayesian,RL,2,0.12083333333333333,RL,0.1,0.1,0.02,874.5110078999297,874.567612704617,0.33915236629835255,0.2918110880107676,0.9243867827612615,0.9255637461637168,0.9508954840633386,0.94959228090308,0.20196292107464475,0.2075006484422842
78,Bayesian,RL,2,0.10541666666666667,Bayesian,0.65,0.2,0.65,794.1751871720271,793.3661376087957,0.3811768813771748,0.320608781536085,0.9133241130177053,0.9117499121939097,0.9676593349835949,0.9666451946914184,0.19637736124776803,0.20409153753540693
79,Bayesian,RL,2,0.11,Bayesian,0.65,0.2,0.65,809.1063005952469,808.5421233908095,0.346281234953517,0.2857771933221626,0.9445792118240248,0.9471392736254014,0.9627593915766826,0.9637797070673876,0.19792888056098792,0.20147540129556285
80,Bayesian,RL,2,0.13833333333333334,Bayesian,0.65,0.2,0.65,948.1983396688213,947.516631092648,0.350125822107669,0.29421133140569855,0.9288499405024438,0.9295898163600078,0.9575793516932928,0.9560987469408727,0.1999016709528653,0.2026905418636817
81,Bayesian,RL,2,0.1125,Bayesian,0.02,0.1,0.02,843.3581856063668,843.0894333974181,0.3440918294540229,0.2909421737824359,0.9336667375776178,0.9332485114030273,0.9655563301373586,0.9652409682165023,0.1953451417461794,0.20078960118272593
82,Bayesian,RL,2,0.12166666666666667,Bayesian,0.45,0.2,0.45,877.8727189530805,877.0543759613854,0.3594949005881696,0.30136507396170614,0.9403513704396769,0.9442425932962639,0.9578358764972407,0.959631618775189,0.20199549715405812,0.20748399942875792
83,Bayesian,RL,2,0.1125,Bayesian,0.06,0.15,0.06,825.8990120925805,825.686462517395,0.35452175384936035,0.2960899387641379,0.9333207338744646,0.9348803731146138,0.9612673896469435,0.9617447379674575,0.20034400666501978,0.2059514486445822
84,Bayesian,RL,2,0.10791666666666666,RL,0.3,0.3,0.65,804.8628274962709,804.9608163277155,0.3476959219590808,0.29881558738471886,0.929357339141191,0.9298169256585677,0.9551169513177481,0.9531533538450309,0.1986108589763976,0.2023524852108044
85,Bayesian,RL,2,0.11333333333333333,RL,0.25,0.25,0.65,847.6951587871048,847.8539708356975,0.33720225747882,0.29399440901651486,0.9206384710910125,0.9187707189911647,0.9466530025791149,0.9437136860323144,0.1996602946004423,0.20448216490883403
86,Bayesian,RL,2,0.1175,RL,0.3,0.3,0.65,855.1031896728036,855.4566824632636,0.3334772898000374,0.28857423077041033,0.9406624976853198,0.9416114629134553,0.9573601521155086,0.9568296494248718,0.1996485384974001,0.20500770421405556
87,Bayesian,RL,2,0.12416666666666666,RL,0.1,0.1,0.02,886.4643190608131,886.6712901697366,0.3443675789165324,0.2905118942060903,0.9297018554918808,0.9301430313091739,0.9613095544927208,0.9604262373397761,0.2014496597245914,0.20811851467820522
88,Bayesian,RL,2,0.09875,Bayesian,0.3,0.15,0.3,757.8585996917612,757.37179224384,0.34273015338714163,0.2841493806411192,0.9279775509167212,0.9295701354924721,0.9647048566850183,0.9651813937450787,0.2004201345181705,0.20455691384369565
89,Bayesian,RL,2,0.10583333333333333,Bayesian,0.2,0.2,0.2,792.2209239921267,792.1310910584334,0.35397796928267367,0.30461216173253347,0.932568857961369,0.9322755369467696,0.9575900566366365,0.9555964362352695,0.20419435485569845,0.2109362473626923
90,Bayesian,RL,2,0.11875,Bayesian,0.45,0.2,0.45,852.6614627350862,852.0647853343321,0.34819246136114157,0.2975409013277746,0.9211177872825267,0.9209487460174286,0.952351356915796,0.9506310905339495,0.19478055108108752,0.1994313764863345
91,Bayesian,RL,2,0.10541666666666667,Bayesian,0.65,0.25,0.65,806.4947087263367,806.3460683993737,0.3447855370380853,0.2875470426838793,0.9331209072052075,0.9376848813653874,0.9514691044263942,0.9525302391914514,0.2053907667727832,0.2118805798465573
92,Bayesian,RL,2,0.115,RL,0.2,0.2,0.65,827.4012361251669,827.5701602147092,0.34798556789225527,0.2898670823556546,0.9452611809767979,0.9470823162893179,0.961549399234555,0.9622848624073135,0.19966414907318814,0.20629846058472828
93,Bayesian,RL,2,0.11166666666666666,Bayesian,0.02,0.1,0.02,822.929948461199,822.2672824238633,0.3618458748088597,0.3070424545409787,0.928686539546452,0.9308477816201486,0.9654354365051938,0.9647479739138317,0.1995580515016426,0.20433322362839795
94,Bayesian,RL,2,0.12208333333333334,Bayesian,0.02,0.15,0.02,866.734651659387,866.4472344059361,0.3530720012488458,0.2977672479185302,0.9383073945136013,0.9395669208835071,0.9596481087641521,0.9587633925513135,0.19997767537806901,0.20484432488598892
95,Bayesian,RL,2,0.11708333333333333,Bayesian,0.02,0.1,0.02,855.6051040931421,855.0138526571692,0.3658382594360275,0.2973899959181859,0.9377470238872779,0.9406378162896647,0.9641848997453439,0.9653136735986618,0.19901531669596334,0.20485121364576578
96,Bayesian,RL,2,0.11125,RL,0.15,0.15,0.12,821.5473022378501,822.7279413549289,0.3445725597059227,0.293661168443641,0.9383283282262547,0.9392290252288885,0.9619562519454554,0.9605717688841026,0.19835528681530604,0.20446704865613263
97,Bayesian,RL,2,0.12791666666666668,Bayesian,0.02,0.15,0.02,898.9982338084137,898.7462378815476,0.3389011708392682,0.28372611422430427,0.9333073076356011,0.9337703319900914,0.9551489524023563,0.9538292919727394,0.2015239893686083,0.20784022615571396
98,Bayesian,RL,2,0.1075,RL,0.15,0.15,0.02,797.3159820868365,797.7379914595545,0.35682379977975837,0.30236172730558275,0.9215455429610481,0.919954140696369,0.9564180022114227,0.9539694184510891,0.20089920766428496,0.2059501963124843
99,Bayesian,RL,2,0.13791666666666666,Bayesian,0.02,0.1,0.02,938.512997467259,938.0044563594855,0.3418870447088496,0.28577976672629346,0.9468445379563228,0.9507778067070074,0.9596842357017047,0.9624166282354921,0.2029017191789493,0.20715691468513275
0,Bayesian,RL,8,0.104375,Bayesian,0.3,0.15,0.3,3162.37375609301,3153.4709481868645,0.5804074639079128,0.19763117790909873,0.9544394649094221,0.9655825347776041,0.9830231215552294,0.9847680103436599,0.19753286838805212,0.3062455743265992
1,Bayesian,RL,8,0.10354166666666667,Bayesian,0.3,0.15,0.3,3167.9166677340254,3151.857818046049,0.5968033900825794,0.20627152015227673,0.94557780557842,0.9614746218099453,0.9830024320345855,0.9856415023935471,0.19842964492855303,0.31482357091835256
2,Bayesian,RL,8,0.10541666666666667,Bayesian,0.3,0.15,0.3,3174.945731460708,3162.6745257862244,0.5900688842564223,0.20773563087725946,0.9519105479544073,0.961576598653707,0.9834359002660743,0.9845422568299779,0.20089151807140251,0.3125052209037349
3,Bayesian,RL,8,0.0840625,Bayesian,0.2,0.15,0.2,2759.107193849939,2751.151047435723,0.6828834459930853,0.22228323843697234,0.9367674036529913,0.9545043622933074,0.9845852806725067,0.9893057955615017,0.1997289566872337,0.3495631808874439
4,Bayesian,RL,8,0.10177083333333334,Bayesian,0.2,0.15,0.2,3084.2577436169017,3071.7430681189535,0.6139405982257071,0.2133744389627375,0.9462180341853478,0.9618085848084761,0.9823734018772227,0.9853614483102396,0.20098316573724337,0.32124943499660047
5,Bayesian,RL,8,0.1015625,Bayesian,0.2,0.15,0.2,3091.87824820466,3087.1663960670357,0.5857101404587581,0.2034102417060288,0.9501401388404975,0.9616341088772183,0.9833912398060627,0.9848484241318713,0.20078673801402033,0.30885038369102785
6,Bayesian,RL,8,0.09802083333333333,Bayesian,0.2,0.15,0.2,3006.533335196598,3001.6496381749653,0.6433015968087947,0.22118518093443848,0.9458242285504661,0.9610377971830892,0.9831501823819244,0.9864794837932375,0.19933046244558347,0.32885884834751955
7,Bayesian,RL,8,0.10479166666666667,Bayesian,0.12,0.15,0.12,3154.0593348603693,3148.1360236134424,0.6182975274383011,0.21029360363197327,0.9511733476006035,0.9613810580968373,0.9847629684569996,0.9864159868225981,0.19883474436670984,0.31856004249886694
8,Bayesian,RL,8,0.10010416666666666,Bayesian,0.2,0.15,0.2,3057.1473327357066,3046.770914995704,0.6165774550755218,0.21408675790485063,0.9472762818028714,0.9632411979596581,0.9823039431124275,0.9855118258940769,0.19832066592828998,0.31522322989454526
9,Bayesian,RL,8,0.10979166666666666,Bayesian,0.12,0.15,0.12,3264.4028046844296,3259.4898628479687,0.6014173417662907,0.21170853421399738,0.947497116216962,0.961977583862645,0.9825490701296975,0.9855158323317275,0.20060560064032598,0.3140110267462237
10,Bayesian,RL,8,0.10614583333333333,Bayesian,0.3,0.15,0.3,3172.0646886875206,3165.799053759045,0.6032138513179887,0.21290948762698905,0.949561424644188,0.961304493898465,0.9825644175618913,0.9849405149284313,0.20054929729309695,0.32128483727345936
11,Bayesian,RL,8,0.10770833333333334,Bayesian,0.3,0.15,0.3,3230.3211044714203,3223.0039051673257,0.5721113150795655,0.19889024264615157,0.9552016836965719,0.9652687141456692,0.9833118238663844,0.9847142797985377,0.19936035569351387,0.30485572654449755
12,Bayesian,RL,8,0.09854166666666667,Bayesian,0.2,0.15,0.2,3048.1724549462097,3040.0066082233943,0.6256292280300016,0.21354258849143593,0.9441227808183207,0.9639670549602621,0.982057549480479,0.9862187053679543,0.19977010511419907,0.3232820994006387
13,Bayesian,RL,8,0.105,Bayesian,0.3,0.2,0.3,3140.8719428563027,3138.9585453534746,0.5992824876712362,0.20443063513315118,0.9553367893756528,0.9664238016165725,0.9836205955967924,0.9852636294678052,0.19896087538633636,0.3193420582375755
14,Bayesian,RL,8,0.0971875,Bayesian,0.2,0.15,0.2,2999.6955323977963,2992.9898187564336,0.6356883472783411,0.21709490618408878,0.947831176014748,0.9610130398080581,0.9837292056475031,0.9866603566915854,0.20102647327170342,0.3247494891341617
15,Bayesian,RL,8,0.1084375,Bayesian,0.2,0.15,0.2,3198.5776486633313,3195.5272039445035,0.6060740815466118,0.2102026792293361,0.9508420173414612,0.9655888495377147,0.982848080069795,0.9859481780474014,0.1974807023064883,0.3107195270213913
16,Bayesian,RL,8,0.1040625,Bayesian,0.2,0.15,0.2,3143.270150961239,3142.0125188085512,0.606718682429933,0.20740382720431505,0.951091501687932,0.9608705558641374,0.9839670311304111,0.985432015420437,0.20108486895278252,0.3155062575872778
17,Bayesian,RL,8,0.1034375,Bayesian,0.12,0.15,0.12,3132.2364217810127,3125.72960390557,0.6315843142829679,0.21931137282583682,0.9459678477703025,0.9594020474994959,0.9839481344435554,0.9867938056663786,0.19832698186276954,0.3246116813936467
18,Bayesian,RL,8,0.09979166666666667,Bayesian,0.2,0.15,0.2,3065.217606576419,3055.241528644709,0.6228970224506861,0.21041714414388626,0.9468066234631386,0.9613417838762102,0.9833812544611933,0.9862418715928788,0.19885409123432948,0.31906941008012546
19,Bayesian,RL,8,0.10604166666666667,Bayesian,0.2,0.15,0.2,3188.171960936714,3182.0551315086573,0.5813014820024295,0.19767062280146644,0.9563317735651514,0.9673405130452623,0.984408718415188,0.986003273675208,0.1988716598483188,0.30951522896225064
20,Bayesian,RL,8,0.09583333333333334,Bayesian,0.3,0.15,0.3,2979.5440268990023,2968.7311451616815,0.6237314855410354,0.21882564786096903,0.9451462934012337,0.9593336480826219,0.9828356663116614,0.9853394495563814,0.20195749962693826,0.3276953894949927
21,Bayesian,RL,8,0.10697916666666667,Bayesian,0.45,0.2,0.45,3184.9716037527287,3176.8084664497283,0.5969520787392043,0.20903670429422438,0.9540466927499597,0.9604464377819727,0.9835269709929382,0.9835589801400128,0.20094494812742508,0.3100112724642809
22,Bayesian,RL,8,0.10302083333333334,Bayesian,0.3,0.15,0.3,3122.5886189457283,3115.2484927136784,0.608162667670193,0.2069012199979134,0.9531982315559284,0.9656829109428016,0.9842103231762772,0.9862901296104607,0.19984565875002633,0.31592808013318024
23,Bayesian,RL,8,0.1009375,Bayesian,0.2,0.15,0.2,3075.4321645983227,3070.9184005715274,0.6118097709657481,0.21085408488477983,0.9497472616553975,0.9607275079633673,0.9829356166501252,0.984871633508037,0.1994416760899695,0.3146055970182818
24,Bayesian,RL,8,0.10708333333333334,Bayesian,0.3,0.2,0.3,3194.5541352546265,3187.472472358768,0.5722400871978359,0.20691865760400205,0.9537570115320335,0.9655590038477297,0.9823738647379328,0.9845962191250727,0.19850049263932149,0.30301821481070446
25,Bayesian,RL,8,0.10572916666666667,Bayesian,0.3,0.15,0.3,3183.9848344153934,3178.2527687841216,0.5938894533609431,0.21244481313611455,0.9509388222435092,0.9595137307734728,0.9837294923460503,0.9845164030479739,0.19867023786822977,0.30963807589639314
