replication,learner_family,scheduler_family,n_stages,n_participants,n_items,failure_rate,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
6,RL,RL,2,30,40,0.11291666666666667,logged_plan_RL,0.2577791252883788,0.09199826730874387,0.07746252136324083,0.4380957292135168,True,0.19367505385281936,0.06410407143555946,0.00410933197461531,True,False
6,RL,RL,2,30,40,0.11291666666666667,logged_plan_Bayesian,0.25811538883062934,0.09202964199200006,0.07773729052630923,0.43849348713494946,True,0.19367505385281936,0.06444033497780999,0.004152556772052361,True,False
6,RL,RL,2,30,40,0.11291666666666667,oracle,0.262018110370747,0.06834313221777466,0.1280655712239087,0.3959706495175853,True,0.19367505385281936,0.06834305651792766,0.004670773374212654,True,False
7,RL,RL,2,30,40,0.11458333333333333,naive,-0.1460081557767017,0.06850889309880641,-0.28028558625036226,-0.011730725303041145,True,0.20369247796966455,-0.3497006337463663,0.12229053324261022,False,True
7,RL,RL,2,30,40,0.11458333333333333,state_RL,0.12184055581567031,0.0820444216767666,-0.038966510670792195,0.2826476223021328,True,0.20369247796966455,-0.08185192215399424,0.006699737160303533,True,False
7,RL,RL,2,30,40,0.11458333333333333,state_Bayesian,0.12282632842995785,0.0827566546730081,-0.03937671472913805,0.2850293715890537,True,0.20369247796966455,-0.08086614953970671,0.006539334141378208,True,False
7,RL,RL,2,30,40,0.11458333333333333,dual_RL_RL,0.13069877894540582,0.07821225616510641,-0.022597243138202744,0.2839948010290144,True,0.20369247796966455,-0.07299369902425873,0.005328080097244069,True,False
7,RL,RL,2,30,40,0.11458333333333333,dual_RL_Bayesian,0.13304204810056772,0.07913321351606663,-0.022059050390922874,0.2881431465920583,True,0.20369247796966455,-0.07065042986909684,0.0049914832406881705,True,False
7,RL,RL,2,30,40,0.11458333333333333,dual_Bayesian_RL,0.13094912632886058,0.07847791715402913,-0.022867591293036504,0.28476584395075766,True,0.20369247796966455,-0.07274335164080398,0.005291595207937659,True,False
7,RL,RL,2,30,40,0.11458333333333333,dual_Bayesian_Bayesian,0.13257541539275508,0.07937402775372854,-0.02299767900455285,0.288148509790063,True,0.20369247796966455,-0.07111706257690947,0.0050576365895680575,True,False
7,RL,RL,2,30,40,0.11458333333333333,logged_plan_RL,0.17370859974006675,0.07606896450559593,0.02461342930909874,0.3228037701710348,True,0.20369247796966455,-0.029983878229597805,0.0008990329536873492,True,False
7,RL,RL,2,30,40,0.11458333333333333,logged_plan_Bayesian,0.17391089451342637,0.07627381814115822,0.024414210956756277,0.32340757807009646,True,0.20369247796966455,-0.029781583456238186,0.00088694271316088,True,False
7,RL,RL,2,30,40,0.11458333333333333,oracle,0.16208340797454468,0.07539531498666528,0.014308590600680737,0.3098582253484086,True,0.20369247796966455,-0.041609069995119874,0.001731314705858785,True,False
8,RL,RL,2,30,40,0.09375,naive,-0.11953897878929519,0.07068632700491287,-0.2580841797189244,0.019006222140334025,True,0.2033845253942251,-0.3229235041835203,0.10427958955416404,False,True
8,RL,RL,2,30,40,0.09375,state_RL,0.20171445561872228,0.08056456995863429,0.043807898499799075,0.35962101273764546,True,0.2033845253942251,-0.0016700697755028249,2.789133055048056e-06,True,False
8,RL,RL,2,30,40,0.09375,state_Bayesian,0.20238940926463367,0.08166336669806117,0.04232921053643379,0.36244960799283354,True,0.2033845253942251,-0.000995116129591439,9.902561113730456e-07,True,False
8,RL,RL,2,30,40,0.09375,dual_RL_RL,0.16046779186716997,0.09621495307209545,-0.028113516154137097,0.34904909988847704,True,0.2033845253942251,-0.042916733527055134,0.0018418460166322581,True,False
8,RL,RL,2,30,40,0.09375,dual_RL_Bayesian,0.16470141619845433,0.09700021465792513,-0.025419004531078926,0.3548218369279876,True,0.2033845253942251,-0.03868310919577078,0.001496382937051926,True,False
8,RL,RL,2,30,40,0.09375,dual_Bayesian_RL,0.16165626046271644,0.09612400442036613,-0.02674678820120116,0.3500593091266341,True,0.2033845253942251,-0.04172826493150866,0.0017412480941941756,True,False
8,RL,RL,2,30,40,0.09375,dual_Bayesian_Bayesian,0.16414950521230814,0.09690955696275624,-0.02579322643469409,0.35409223685931035,True,0.2033845253942251,-0.03923502018191696,0.0015393868086754313,True,False
8,RL,RL,2,30,40,0.09375,logged_plan_RL,0.09750852635095492,0.09977080720925723,-0.09804225577918924,0.29305930848109907,True,0.2033845253942251,-0.10587599904327019,0.01120972717341055,True,False
8,RL,RL,2,30,40,0.09375,logged_plan_Bayesian,0.09858070260837429,0.09976766847752594,-0.09696392760757655,0.2941253328243251,True,0.2033845253942251,-0.10480382278585082,0.010983841270528023,True,False
8,RL,RL,2,30,40,0.09375,oracle,0.2877334540348602,0.07815918260205143,0.13454145613483942,0.44092545193488103,True,0.2033845253942251,0.08434892864063512,0.007114741762822955,True,False
