calibration_rank,replication,n_participants,n_items,n_stages,adaptivity,natural_deviation_sd,outcome_intercept,state_reliability,failure_rate,planned_actual_spearman,estimator,estimate,standard_error,ci_low,ci_high,converged,truth,bias,squared_error,covered,sign_error
1,23,12,100,2,0.75,0.5,-2.4,0.8,0.08125,0.8245531995752082,schedule_conditioned,0.1826190427667288,0.15567205998080152,-0.12249819479564217,0.48773628032909977,true,0.226474902582988,-0.043855859816259196,0.001923336440223378,true,false
1,23,12,100,2,0.75,0.5,-2.4,0.8,0.08125,0.8245531995752082,oracle,0.15066481882382227,0.12746731591415691,-0.09917112036792528,0.40050075801556984,true,0.226474902582988,-0.07581008375916573,0.0057471687995717235,true,false
1,24,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8300617031357124,naive,-0.37327189906283437,0.055000403609828684,-0.4810726901380986,-0.2654711079875701,true,0.2313044878496169,-0.6045763869124513,0.365512607612114,false,true
1,24,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8300617031357124,history,0.016909186223332866,0.0898774784115131,-0.1592506714632328,0.19306904390989854,true,0.2313044878496169,-0.21439530162628403,0.04596534535942531,false,false
1,24,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8300617031357124,schedule_conditioned,0.08041482440705078,0.12996680047929648,-0.17432010453237035,0.3351497533464719,true,0.2313044878496169,-0.15088966344256613,0.022767690533810878,true,false
1,24,12,100,2,0.75,0.5,-2.4,0.8,0.095,0.8300617031357124,oracle,0.136666204767549,0.10736489035495099,-0.07376898032815493,0.34710138986325295,true,0.2313044878496169,-0.0946382830820679,0.00895640462472162,true,false
1,25,12,100,2,0.75,0.5,-2.4,0.8,0.09416666666666666,0.8251677812791287,naive,-0.23834617024480342,0.07354048909971084,-0.3824855288802367,-0.0942068116093702,true,0.23685265508965356,-0.475198825334457,0.2258139235992478,false,true
1,25,12,100,2,0.75,0.5,-2.4,0.8,0.09416666666666666,0.8251677812791287,history,-0.06882896486188252,0.11625320250508107,-0.2966852417718414,0.1590273120480764,true,0.23685265508965356,-0.3056816199515361,0.09344125277619535,false,true
1,25,12,100,2,0.75,0.5,-2.4,0.8,0.09416666666666666,0.8251677812791287,schedule_conditioned,0.22140358374317756,0.1262700965933847,-0.026085805579856458,0.4688929730662116,true,0.23685265508965356,-0.015449071346475995,0.00023867380546850562,true,false
1,25,12,100,2,0.75,0.5,-2.4,0.8,0.09416666666666666,0.8251677812791287,oracle,0.14118434982386052,0.1381668017118953,-0.12962258153145428,0.41199128117917533,true,0.23685265508965356,-0.09566830526579304,0.009152424632428963,true,false
1,26,12,100,2,0.75,0.5,-2.4,0.8,0.09791666666666667,0.8196687768522182,naive,-0.09606699188305093,0.10169109555728098,-0.2953815391753216,0.10324755540921979,true,0.22791071965272403,-0.3239777115357749,0.10496155757195778,false,true
1,26,12,100,2,0.75,0.5,-2.4,0.8,0.09791666666666667,0.8196687768522182,history,0.21289100237524378,0.07966557713802011,0.05674647118472437,0.3690355335657632,true,0.22791071965272403,-0.015019717277480249,0.0002255919070954387,true,false
1,26,12,100,2,0.75,0.5,-2.4,0.8,0.09791666666666667,0.8196687768522182,schedule_conditioned,0.40219898281620664,0.09928335573809434,0.20760360556954174,0.5967943600628716,true,0.22791071965272403,0.17428826316348262,0.030376398676543372,true,false
1,26,12,100,2,0.75,0.5,-2.4,0.8,0.09791666666666667,0.8196687768522182,oracle,0.46687863350469816,0.104677244782802,0.2617112337304062,0.6720460332789902,true,0.22791071965272403,0.23896791385197413,0.05710566385076453,false,false
1,27,12,100,2,0.75,0.5,-2.4,0.8,0.1025,0.8424399874027756,naive,-0.17835678948772,0.07729272430085353,-0.3298505291173929,-0.026863049858047078,true,0.24049530166427358,-0.41885209115199357,0.17543707426239794,false,true
1,27,12,100,2,0.75,0.5,-2.4,0.8,0.1025,0.8424399874027756,history,0.1734907311724936,0.08888233366395215,-0.0007186428088525876,0.3477001051538398,true,0.24049530166427358,-0.06700457049177996,0.00448961246678791,true,false
1,27,12,100,2,0.75,0.5,-2.4,0.8,0.1025,0.8424399874027756,schedule_conditioned,0.42660015955773706,0.10275880352398901,0.2251929046507186,0.6280074144647555,true,0.24049530166427358,0.18610485789346348,0.034635018131546236,true,false
1,27,12,100,2,0.75,0.5,-2.4,0.8,0.1025,0.8424399874027756,oracle,0.5236071947918625,0.11087549941528933,0.3062912159378954,0.7409231736458295,true,0.24049530166427358,0.2831118931275889,0.08015234403028731,false,false
