participant_code,card_code,study_day,daily_review_index,first_ease,last_ease,last_scheduled_interval_days,next_gap_days,next_first_ease,scheduler_encoding
P01,C061,9,2,1,1,0.0069444444444444,1.2299713425925929,4.0,mixed
P01,C062,4,1,3,3,3.0,3.0687148032407405,3.0,mixed
P01,C063,4,1,3,3,5.0,4.86029974537037,3.0,mixed
P01,C064,4,1,3,3,5.0,4.860425914351852,3.0,mixed
P01,C065,4,1,2,3,2.0,1.807906423611111,1.0,mixed
P01,C065,6,2,1,1,0.0069444444444444,1.2342965625,3.0,mixed
P01,C065,7,3,3,3,3.0,3.0220060300925926,4.0,mixed
P01,C066,4,1,1,3,1.0,1.010542662037037,3.0,mixed
P01,C066,5,2,3,3,4.0,3.828069537037037,3.0,mixed
P01,C067,4,1,1,3,1.0,0.8024685879629628,3.0,mixed
P01,C067,5,2,3,3,2.0,2.2298331828703706,3.0,mixed
P01,C068,4,1,1,3,1.0,0.7943351736111111,2.0,mixed
P01,C068,5,2,2,2,1.0,1.002307662037037,3.0,mixed
P01,C068,6,3,3,3,4.0,4.248504803240741,3.0,mixed
P01,C069,4,1,2,3,2.0,1.8012790277777777,3.0,mixed
P01,C070,4,1,3,3,3.0,3.033185347222222,3.0,mixed
P01,C071,4,1,1,3,1.0,0.7903294675925926,1.0,mixed
P01,C071,5,2,1,1,0.0069444444444444,1.0053274305555555,3.0,mixed
P01,C071,6,3,3,3,2.0,1.8180585648148149,3.0,mixed
P01,C071,8,4,3,3,6.0,6.699115486111111,3.0,mixed
P01,C072,4,1,1,3,1.0,0.974667986111111,3.0,mixed
P01,C072,5,2,3,3,6.0,5.982587337962963,3.0,mixed
P01,C073,4,1,1,3,1.0,0.9808634722222224,3.0,mixed
P01,C073,5,2,3,3,3.0,2.6217930555555555,3.0,mixed
P01,C074,4,1,1,3,1.0,0.9819258217592592,3.0,mixed
P01,C074,5,2,3,3,2.0,2.0315651157407406,3.0,mixed
P01,C075,4,1,1,3,1.0,0.970411875,3.0,mixed
P01,C075,5,2,3,3,6.0,5.984384571759259,3.0,mixed
P01,C076,4,1,1,3,1.0,0.7889606828703704,3.0,mixed
P01,C076,5,2,3,3,3.0,2.812976990740741,3.0,mixed
P01,C077,4,1,2,3,1.0,0.9737683333333332,1.0,mixed
P01,C077,5,2,1,1,0.0069444444444444,0.8372806134259259,3.0,mixed
P01,C077,6,3,3,3,2.0,1.7935513194444446,3.0,mixed
P01,C077,8,4,3,3,4.0,4.50677125,3.0,mixed
P01,C078,4,1,2,3,3.0,3.0154016782407407,3.0,mixed
P01,C079,4,1,3,3,5.0,4.814944687500001,2.0,mixed
P01,C080,5,1,3,3,4.0,3.853961736111111,3.0,mixed
P01,C081,5,1,1,3,1.0,0.8443216550925926,3.0,mixed
